title,brand,maker,mallName,lprice,hprice,productType,category1,category2,category3,category4,제품명
마샬 MOTIF II A.N.C,마샬,마샬,네이버,254450,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,마샬 MOTIF II A.N.C
아이리버 골전도 <b>이어폰</b> 오픈형 <b>무선</b> 블루투스6.0 운동 런닝 스포츠 헤드셋,아이리버,아이리버,비트 박스,49900,,2,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,아이리버 골전도 이어폰
BOSE 보스 QC 이어버드 정품,BOSE,BOSE,네이버,198000,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,BOSE QC 이어버드
삼성전자 갤럭시 버즈2 프로 SM-R510,갤럭시,삼성전자,네이버,299990,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,삼성전자 갤럭시 버즈2 프로 SM-R510
토조 오픈버즈,토조,토조,네이버,59100,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,토조 오픈버즈
삼성전자 AKG N5 HYBRID,AKG,삼성전자,네이버,208580,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,삼성전자 AKG N5 HYBRID
브리츠 귀걸이형 런닝 오픈형 블루투스 <b>이어폰</b> 편안한 귀찌 운동 스포츠 이어클립,브리츠,브리츠,브리츠 공식브랜드,42900,,2,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,브리츠 오픈형 이어폰
QCY HT10 Hi-Res ANC APP,QCY,QCY,네이버,33500,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,QCY HT10
삼성전자 갤럭시 버즈 4 SM-R540N,갤럭시,삼성전자,윤심컴퍼니,228000,,3,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,삼성전자 갤럭시 버즈 4 SM-R540N
삼성 갤럭시 버즈2프로 왼쪽 유닛 한쪽 단품 SM-R510,삼성,삼성전자,NEW PODS,49900,,2,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,삼성 갤럭시 버즈2 프로 SM-R510
블라우풍트 BLP-BE365,블라우풍트,,네이버,24900,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,블라우풍트 BLP-BE365
QCY 멜로버즈 프로 플러스 블루투스 <b>이어폰</b> HT08 Hi-Res,QCY,QCY,쿠팡,44500,,3,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,QCY HT08 멜로버즈 프로 플러스
삼성전자 갤럭시 버즈3 프로 SM-R630N,,,Y SHOP,209000,,2,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,삼성전자 갤럭시 버즈3 프로 SM-R630N
브리츠 RealFit5 블루투스 오픈형 <b>이어폰</b>,브리츠,브리츠,브리츠 온라인스토어,47900,,3,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,브리츠 RealFit5
원모어 S50,원모어,원모어,네이버,49000,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,원모어 S50
ACRO NE-1100 ,ACRO,ACRO,네이버,31900,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,ACRO NE-1100
삼지아이티 피스넷 프리본프로,피스넷,삼지아이티,네이버,55970,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,삼지아이티 피스넷 프리본프로
로랜텍 RSM-R520,로랜텍,로랜텍,네이버,29800,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,로랜텍 RSM-R520
[론칭 이벤트] 화웨이 프리클립 2 오픈형 <b>이어폰</b>,화웨이,화웨이,HUAWEI,229000,,3,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,화웨이 프리클립 2
샥즈 오픈핏 2 T920,샥즈,,네이버,19900,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,샥즈 오픈핏 2 T920
삼성 엘지 호환 넥밴드 목걸이형 블루투스 <b>이어폰</b>  그레이,,,쿠팡,65590,,2,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,넥밴드 이어폰 그레이
소니 WF-C510,소니,소니,네이버,78200,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,소니 WF-C510
[오늘출발] 브리츠 Realfit5 귀걸이형 <b>무선</b> 오픈형 블루투스 <b>이어폰</b> 운동 달리기,브리츠,브리츠,브리츠공식쇼핑몰,47900,,3,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,브리츠 Realfit5
앤커 사운드코어 슬립 A30 수면용 <b>무선</b> 블루투스 <b>이어폰</b> D1301,ANKER,앤커,앤커 공식스토어,223900,,2,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,앤커 사운드코어 슬립 A30 D1301
브리츠 BZ-RT7,브리츠,브리츠,네이버,36900,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,브리츠 BZ-RT7
QCY T13APP <b>무선</b> 블루투스<b>이어폰</b> ENC 노이즈캔슬,QCY,QCY,QCY스토어,24300,,3,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,QCY T13APP
삼성전자 JBL WAVE BEAM2 블루투스 <b>이어폰</b> 노이즈캔슬링 커널형,JBL,삼성전자,삼성공식파트너 씨앤에이치,54900,,3,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,JBL WAVE BEAM2
QCY T30 AIR 공기전도 귀안아픈 오픈형 블루투스<b>이어폰</b> 방수 스포츠 러닝 자전거,QCY,QCY,와이엘사이언스,32500,,3,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,QCY T30 AIR
아이스마트 i SMART-T1,아이스마트,,네이버,8300,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,아이스마트 i SMART-T1
LG전자 톤프리 TONE-UT90S,톤프리,LG전자,네이버,201580,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,LG전자 톤프리 TONE-UT90S
브리츠 오픈 <b>이어폰</b> 귀걸이형 블루투스6.0 운동용 업무용 BZ-Irex7,브리츠,브리츠,Britz 공식 스토어,44900,,2,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,브리츠 BZ-Irex7
[삼성 감사 페스티벌] 삼성전자 갤럭시 버즈4 프로,,,쿠팡,354190,,2,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,삼성전자 갤럭시 버즈4 프로
브리츠 BZ-VM25,브리츠,브리츠,네이버,39800,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,브리츠 BZ-VM25
삼성전자 JBL TUNE BUDS 2 정품,JBL,삼성전자,네이버,88000,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,JBL TUNE BUDS 2
[삼성 감사 페스티벌] 삼성전자 갤럭시 버즈3 FE 블루투스 <b>이어폰</b>,,,쿠팡,126890,,2,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,삼성전자 갤럭시 버즈3 FE
[미사용 새제품] 에어팟 프로 2세대 USB-C 한쪽 오른쪽 유닛 A3047 소분판매,,Apple,사라구 saragoo,117900,,2,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,에어팟 프로 2세대 A3047
QCY T13 ANC2 <b>무선</b> 블루투스 <b>이어폰</b> 액티브 노이즈캔슬링 국내AS,,,쇼핑 Pay,27300,,2,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,QCY T13 ANC2
삼성전자 갤럭시 버즈FE SM-R400,갤럭시,삼성전자,피피모바일,165000,,2,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,삼성전자 갤럭시 버즈 FE SM-R400
CMF 버즈 프로2,CMF,,네이버,69000,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,CMF 버즈 프로2
삼성전자 JBL SENSE LITE,JBL,삼성전자,네이버,143000,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,JBL SENSE LITE
오아 렛츠플레이핏 오픈형 러닝 블루투스 <b>이어폰</b> <b>무선</b> 귀찌 귀걸이형 클립형 운동 이어커프,오아,오아,오아스토어,34800,,2,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,오아 렛츠플레이핏
샥즈 T910,샥즈,,네이버,150000,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,샥즈 T910
브리츠 골전도 블루투스 이어폰 러닝 오픈형 <b>무선 이어폰</b> 헤드셋 BZ-BONE9 PLUS,브리츠,브리츠,브리츠 공식몰,74900,,2,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,브리츠 BZ-BONE9 PLUS
브리츠 BZ-EV7,브리츠,브리츠,네이버,65700,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,브리츠 BZ-EV7
샤오미 레드미 버즈6 플레이 정품,샤오미,샤오미,네이버,11800,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,샤오미 레드미 버즈6 플레이
아이리버 IBO-OPENAIR3,아이리버,아이리버,네이버,43970,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,아이리버 IBO-OPENAIR3
마샬 마이너Ⅳ,마샬,마샬,네이버,160550,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,마샬 마이너Ⅳ
앤커 ANKER A3959,ANKER,앤커,네이버,26900,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,앤커 A3959
삼성공식파트너 JBL TUNE BEAM2 블루투스 <b>이어폰</b> 노이즈캔슬링,JBL,삼성전자,삼성JBL온라인스토어,88000,,3,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,JBL TUNE BEAM2
Apple 에어팟 프로 3세대 USB-C 블루투스 이어폰 MFHP4KH/A 화이트 노이즈캔슬링 <b>무선 이어폰</b> 에어팟프로3 노캔,Apple,Apple,쿠팡,332100,,3,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,Apple 에어팟 프로 3세대 MFHP4KH/A 화이트
앤커 ANKER D1200,ANKER,앤커,네이버,74900,,1,디지털/가전,음향가전,블루투스셋,블루투스이어폰/이어셋,앤커 D1200
